"id","bsalary","gender","time","age","csalary","educlvl","work","jobcat","ethnic"
914,7200,"Male",91,41.92,11340,15,12.58,"Clerical","Non-White"
922,6000,"Male",94,34.58,12360,12,8.5,"Office Trainee","Non-White"
925,9300,"Male",88,42.58,17580,18,15.17,"Clerical","Non-White"
926,3600,"Male",91,53.5,12300,12,26.17,"Security Officer","Non-White"
948,17640,"Male",66,35.33,40000,16,10.67,"Exempt Employee","Non-White"
967,6000,"Male",78,54.92,8940,8,26.67,"Clerical","Non-White"
972,6000,"Male",91,45.5,12300,12,20,"Security Officer","Non-White"
978,8220,"Male",66,32.08,19600,15,7.17,"Clerical","Non-White"
1002,7200,"Male",72,39.83,14280,16,11.5,"Clerical","Non-White"
1006,6300,"Male",67,47.25,12000,8,25.42,"Security Officer","Non-White"
1013,6300,"Male",78,55.33,14100,12,23.42,"Security Officer","Non-White"
1016,5400,"Male",86,63.75,10680,12,30.58,"Clerical","Non-White"
1018,5400,"Male",88,57.5,9480,15,29.92,"Clerical","Non-White"
1038,6000,"Male",79,30.33,11160,14,3.92,"Office Trainee","Non-White"
1049,6000,"Male",90,42.17,9720,15,15.92,"Security Officer","Non-White"
1052,5700,"Male",98,33.67,11100,15,2.83,"Office Trainee","Non-White"
1061,6000,"Male",92,37.83,12000,8,12,"Security Officer","Non-White"
1073,6000,"Male",83,48.83,12300,8,25.17,"Security Officer","Non-White"
1077,3900,"Male",94,29.17,9000,8,3,"Office Trainee","Non-White"
1079,6000,"Male",90,43.67,12300,12,17.42,"Security Officer","Non-White"
1080,6000,"Male",96,33.5,14400,16,3.83,"Clerical","Non-White"
1105,13992,"Male",67,38,26500,19,8.25,"MBA Trainee","Non-White"
1106,6300,"Male",64,27.67,10560,15,2.67,"Clerical","Non-White"
1116,6300,"Male",68,30.5,12780,15,5.83,"Clerical","Non-White"
639,4800,"Female",84,27.5,9900,12,3.42,"Clerical","Non-White"
642,5700,"Female",88,34.17,10620,15,5.08,"Clerical","Non-White"
647,4080,"Female",72,46.5,6960,12,9.67,"Clerical","Non-White"
665,4080,"Female",72,45.92,8580,8,16.17,"Clerical","Non-White"
677,5400,"Female",78,48.67,10320,15,4.25,"Clerical","Non-White"
681,4500,"Female",69,24,8520,12,0.25,"Office Trainee","Non-White"
688,4440,"Female",97,28.42,9600,15,6.25,"Clerical","Non-White"
695,5700,"Female",93,46.58,9900,12,16.08,"Clerical","Non-White"
699,6300,"Female",84,55.17,10860,15,19.25,"Clerical","Non-White"
705,5220,"Female",87,26.33,10620,12,0.92,"Office Trainee","Non-White"
733,6000,"Female",69,40.67,9720,12,10.08,"Clerical","Non-White"
744,5100,"Female",85,33.83,9600,12,4.92,"Clerical","Non-White"
755,4800,"Female",87,29.08,11100,12,0.92,"Clerical","Non-White"
795,6720,"Female",98,44.83,14040,15,11.42,"Clerical","Non-White"
798,3900,"Female",90,48,7860,12,19.08,"Clerical","Non-White"
825,4080,"Female",66,60.5,6540,12,13.58,"Clerical","Non-White"
893,5100,"Female",87,42.33,10020,16,10.25,"Clerical","Non-White"
895,4800,"Female",72,32.67,9900,12,5.67,"Office Trainee","Non-White"
900,5700,"Female",74,45.17,9780,12,9.75,"Clerical","Non-White"
921,3600,"Female",97,60.67,6780,12,10.33,"Clerical","Non-White"
935,4080,"Female",72,51.5,6780,12,22.58,"Clerical","Non-White"
936,5400,"Female",72,50.33,10440,12,14.08,"Clerical","Non-White"
940,4080,"Female",81,51.5,6840,8,0,"Clerical","Non-White"
952,4500,"Female",93,26.92,9180,12,0,"Office Trainee","Non-White"
956,5100,"Female",84,38.17,10560,12,3,"Clerical","Non-White"
971,4800,"Female",84,47.58,9240,16,17.83,"Clerical","Non-White"
976,6000,"Female",86,40.5,11940,15,6.58,"Clerical","Non-White"
992,4380,"Female",83,25.5,8160,12,0.75,"Clerical","Non-White"
1010,3600,"Female",97,51.58,8460,15,14.25,"Clerical","Non-White"
1053,4380,"Female",93,26.08,10020,8,0.67,"Clerical","Non-White"
1068,4380,"Female",92,25.5,8820,12,0.42,"Office Trainee","Non-White"
1072,4500,"Female",73,47.92,8220,12,12.83,"Office Trainee","Non-White"
1095,5580,"Female",69,50,7860,12,11.08,"Clerical","Non-White"
1096,3600,"Female",96,60.5,7680,15,1.92,"Clerical","Non-White"
1098,4080,"Female",85,54.17,10980,12,8.42,"Clerical","Non-White"
1104,4620,"Female",96,32.08,9420,12,4.33,"Clerical","Non-White"
1118,4380,"Female",75,27.58,9780,12,2.67,"Office Trainee","Non-White"
1119,4440,"Female",83,25.25,7680,12,0.58,"Office Trainee","Non-White"
1121,4080,"Female",85,51,7380,12,19,"Clerical","Non-White"
1122,5220,"Female",70,39,8340,12,10.58,"Clerical","Non-White"
